k,p,t,variance_mean,sem_total,sem_network,sem_runs
4,0.0,0,0.08213955926239455,0.00024705546193566153,0.0001899196225041726,0.00024705546193566153
4,0.0,1,0.05030520239566684,0.00025249469292341317,0.00019435482698054943,0.00025249469292341317
4,0.0,2,0.0404681524659974,0.000244567670514094,0.00021912148749478515,0.000244567670514094
4,0.0,3,0.03685302090026528,0.0002581504022754707,0.00020913509333147422,0.0002581504022754707
4,0.0,4,0.035824704386378144,0.00027140982535677047,0.00019703981014750077,0.00027140982535677047
4,0.0,5,0.03570728915079338,0.00026733043149427697,0.00022097189610310481,0.00026733043149427697
4,0.0,6,0.036059845669311044,0.0002860432497136138,0.0002624149735267148,0.0002860432497136138
4,0.0,7,0.03626088088799968,0.00029045869779668947,0.0002825260956432822,0.00029045869779668947
4,0.0,8,0.03681203546498878,0.00030553554623664186,0.0002832142959225568,0.00030553554623664186
4,0.0,9,0.0371551577501793,0.0003202416645185356,0.0002890462555181314,0.0003202416645185356
4,0.0,10,0.03751579778441267,0.0003328371431464115,0.0003178713284965629,0.0003328371431464115
4,0.0,11,0.038191842676755725,0.0003354356002143501,0.0003193859049396863,0.0003354356002143501
4,0.0,12,0.03897448201106398,0.00034713417245924814,0.00033518789963123146,0.00034713417245924814
4,0.0,13,0.039561580903511535,0.00037056965570661434,0.00037056965570661434,0.0003643868776055996
4,0.0,14,0.04003664663944597,0.0003696854047897215,0.0003644544107559521,0.0003696854047897215
4,0.0,15,0.04087344079029329,0.00037968958325171673,0.00035473625107777497,0.00037968958325171673
4,0.0,16,0.0414851950954012,0.00039109998210007374,0.00036331867771976015,0.00039109998210007374
4,0.0,17,0.04213437036953908,0.00040786232779863675,0.0003736197358131106,0.00040786232779863675
4,0.0,18,0.04265914211675168,0.0004148979413607492,0.0004148979413607492,0.00041010460933635145
4,0.0,19,0.043155580479531434,0.0004267188878734654,0.0004267188878734654,0.00041867373211963114
4,0.0,20,0.04358355554260739,0.0004341257571444549,0.0004341257571444548,0.00043094828616145305
4,0.0,21,0.04410004009531565,0.0004378305583387345,0.0004022839382537188,0.0004378305583387345
4,0.0,22,0.044546623106932255,0.00044945257661355815,0.0004170314975874293,0.00044945257661355815
4,0.0,23,0.04523392557241164,0.0004565143665107633,0.0004306107896332456,0.0004565143665107633
4,0.0,24,0.0455929102184884,0.00046179872135555724,0.000411610096614807,0.00046179872135555724
4,0.0,25,0.04592675585744289,0.0004699665025824572,0.00046140232135547134,0.0004699665025824572
4,0.0,26,0.04628617402520858,0.0004953899933063795,0.0004953899933063794,0.0004709934493393481
4,0.0,27,0.0468686339415428,0.0005252282416730725,0.0005252282416730725,0.0004785727453826883
4,0.0,28,0.04732282291505141,0.0004954045100669131,0.0004940926705429131,0.0004954045100669131
4,0.0,29,0.04781639847587141,0.0005000767531568098,0.00047161163754994007,0.0005000767531568098
4,0.0,30,0.048305204970679486,0.0005463101621394232,0.0005463101621394231,0.0005111902590628119
4,0.0,31,0.04863300372046101,0.0005193268802474307,0.0005122588050394457,0.0005193268802474307
4,0.0,32,0.04880413190169291,0.0005287273973333036,0.0005287273973333036,0.0005212438622742298
4,0.0,33,0.049366657789898245,0.0005436024558353483,0.0005436024558353484,0.0005365506634006376
4,0.0,34,0.049724350822356635,0.0005410071069190815,0.0005139225159645592,0.0005410071069190815
4,0.0,35,0.05024990980599117,0.0005305059082558456,0.0005062324342102306,0.0005305059082558456
4,0.0,36,0.05054963089576934,0.0005355539531821707,0.0004957873051610955,0.0005355539531821707
4,0.0,37,0.05073758155119487,0.0005489286595426782,0.0004832418279589054,0.0005489286595426782
4,0.0,38,0.05150574402479236,0.0005561397924506074,0.0004836236091650513,0.0005561397924506074
4,0.0,39,0.05187696591732567,0.0005555080787366133,0.0004973138821372339,0.0005555080787366133
4,0.0,40,0.052396606506968015,0.0005614204744158709,0.0005132259077464783,0.0005614204744158709
4,0.0,41,0.052586767595750865,0.0005674760267109736,0.0005234993689340237,0.0005674760267109736
4,0.0,42,0.05286332599173372,0.0005782524897988615,0.0004753336059397768,0.0005782524897988615
4,0.0,43,0.05295824906585906,0.0005791397699323479,0.00046712035327460837,0.0005791397699323479
4,0.0,44,0.05337633853599462,0.000581810231798216,0.0004853836410037537,0.000581810231798216
4,0.0,45,0.05380232125484653,0.0005964238973684804,0.0005072243659844542,0.0005964238973684804
4,0.0,46,0.054278768062517156,0.0005972529020466474,0.0005396596354162528,0.0005972529020466474
4,0.0,47,0.054861615402717986,0.0006095746118826779,0.0005629365862313193,0.0006095746118826779
4,0.0,48,0.05501393137071637,0.00062071541582578,0.0005929404393164138,0.00062071541582578
4,0.0,49,0.05514042816452686,0.0006186109323417533,0.0005512157975611458,0.0006186109323417533
