k,p,t,variance_mean,sem_total,sem_network,sem_runs
14,0.0,0,0.08237179409575249,0.0002518240881005442,0.00024534816272748513,0.0002518240881005442
14,0.0,1,0.05071697202322686,0.0002556945977824973,0.00022482527551878067,0.0002556945977824973
14,0.0,2,0.03671017539530517,0.00021839353504131718,0.00020564230638624395,0.00021839353504131718
14,0.0,3,0.030124179909985567,0.0001865030936146237,0.00016546043133455383,0.0001865030936146237
14,0.0,4,0.027184037735225212,0.00018090256498267426,0.00014860053508688437,0.00018090256498267426
14,0.0,5,0.026057668678498805,0.00018353603095153085,0.00017590485896097125,0.00018353603095153085
14,0.0,6,0.025157238887572132,0.00018158508894346244,0.00016062340122422212,0.00018158508894346244
14,0.0,7,0.02490773238439994,0.000180249950558409,0.00016402274841687938,0.000180249950558409
14,0.0,8,0.024946709592095627,0.00018465466926884542,0.00016195080941199205,0.00018465466926884542
14,0.0,9,0.025000328892125365,0.00018320698810401587,0.00015742367341343413,0.00018320698810401587
14,0.0,10,0.024917432033073016,0.00018685103537124953,0.00013263971874782971,0.00018685103537124953
14,0.0,11,0.024848358887227626,0.00019047207325269285,0.0001560672261268269,0.00019047207325269285
14,0.0,12,0.02500002308930867,0.00019870779953982734,0.00019870779953982734,0.00019395614783110422
14,0.0,13,0.025257041489814513,0.00021018893872037442,0.00021018893872037442,0.00019801821461791608
14,0.0,14,0.025346150820297578,0.0001999480801092912,0.0001808261235376703,0.0001999480801092912
14,0.0,15,0.025206806681852285,0.00019842580593478943,0.000177618876670902,0.00019842580593478943
14,0.0,16,0.02570447653119834,0.0002025254715722109,0.0001809349938414671,0.0002025254715722109
14,0.0,17,0.025611695700193348,0.000207737800274129,0.00019037228113771384,0.000207737800274129
14,0.0,18,0.025702772002630058,0.0002135713969018112,0.000206931571445718,0.0002135713969018112
14,0.0,19,0.025569996789071146,0.0002068245165353267,0.00020682451653532667,0.0002028649536964693
14,0.0,20,0.02563448014172331,0.00020849259179970704,0.00019873442003641385,0.00020849259179970704
14,0.0,21,0.02571133234832813,0.0002072867960657165,0.00018213707956224017,0.0002072867960657165
14,0.0,22,0.025591487116237936,0.00021397537620717317,0.00021397537620717317,0.00021147725762588038
14,0.0,23,0.025777032811196955,0.00021486147637988284,0.00019751664513469456,0.00021486147637988284
14,0.0,24,0.025849322554071553,0.0002354589128141542,0.00023545891281415417,0.0002146285600041067
14,0.0,25,0.02621458918967394,0.00023752337898582602,0.00023752337898582602,0.00022161306726227212
14,0.0,26,0.026310195559163575,0.0002375467298526397,0.00023754672985263972,0.0002156431190187602
14,0.0,27,0.026305345341266995,0.00023266377547545417,0.00023106120231970644,0.00023266377547545417
14,0.0,28,0.02625265242497626,0.0002246659139185767,0.0002246659139185767,0.00022367461923836522
14,0.0,29,0.02634759371030925,0.0002262989659799415,0.00021642894548032254,0.0002262989659799415
14,0.0,30,0.02647179464451305,0.0002240940408761947,0.00021481281467473044,0.0002240940408761947
14,0.0,31,0.026742991068156596,0.00022589587711469947,0.0001846773533942133,0.00022589587711469947
14,0.0,32,0.026840998028296793,0.0002291748674806898,0.00016332321725856237,0.0002291748674806898
14,0.0,33,0.026772432605223384,0.0002311863434071827,0.0002061128100469657,0.0002311863434071827
14,0.0,34,0.026650480354216743,0.0002437118735488608,0.00024371187354886082,0.0002344132567750108
14,0.0,35,0.02678233061392502,0.00026184396808741583,0.00026184396808741583,0.0002351914166359405
14,0.0,36,0.026722842119660934,0.00025194162686417113,0.00025194162686417113,0.00024093384743546285
14,0.0,37,0.026686038723888656,0.0002571447960852206,0.0002571447960852206,0.00023856463334986916
14,0.0,38,0.02694479409878154,0.00028090140388697287,0.00028090140388697287,0.00024826438060684156
14,0.0,39,0.02685680285074836,0.00026735271520357935,0.00026735271520357935,0.0002422248170254706
14,0.0,40,0.02698641607346757,0.00025694304829446276,0.0002569430482944627,0.00024272803610632913
14,0.0,41,0.027121281073581353,0.00026410299705554284,0.0002641029970555429,0.00024419243526442147
14,0.0,42,0.027212689287053563,0.000271812359210748,0.000271812359210748,0.00023985602461190208
14,0.0,43,0.027148147573732594,0.0002524542405322196,0.0002524542405322197,0.0002470521265804023
14,0.0,44,0.027189011769994175,0.0002748599178599473,0.00027485991785994735,0.0002496979891648697
14,0.0,45,0.02726889253040242,0.000283694154442249,0.00028369415444224895,0.0002508499109225498
14,0.0,46,0.02739447035224287,0.0003251040174277446,0.0003251040174277446,0.0002505765401276487
14,0.0,47,0.027493602110992478,0.0003006300882841374,0.0003006300882841374,0.00026170058682207245
14,0.0,48,0.02741897293416914,0.00029643518776161377,0.00029643518776161377,0.0002517882118017661
14,0.0,49,0.027530083493328042,0.00030445197346128447,0.00030445197346128447,0.00026359250887217334
14,0.0,50,0.02750932720364453,0.0003285337902598742,0.0003285337902598742,0.00026646960875957554
14,0.0,51,0.02775667022681533,0.000333875712010252,0.00033387571201025205,0.0002652954085692143
14,0.0,52,0.027921205055700202,0.0003180832375563887,0.0003180832375563887,0.0002697971152840268
14,0.0,53,0.02798708925660033,0.00031030040892256324,0.00031030040892256324,0.00026658453987031023
14,0.0,54,0.02799827656119937,0.00034732520187230305,0.00034732520187230305,0.0002692883272438553
14,0.0,55,0.02811263341485105,0.00031192816768650325,0.00031192816768650325,0.00026838397772032194
14,0.0,56,0.028281867905127194,0.00031738399264652934,0.00031738399264652934,0.0002763405583946394
14,0.0,57,0.028311531850474993,0.0003265932096170096,0.0003265932096170096,0.0002725274556784466
14,0.0,58,0.02841182286618055,0.0003280430068436231,0.0003280430068436231,0.0002759754684203175
14,0.0,59,0.028310569158953438,0.00031785294534441986,0.00031785294534441986,0.00027818962967167177
14,0.0,60,0.028425696236836058,0.000281835841391327,0.0002627724542866952,0.000281835841391327
14,0.0,61,0.02836384935575352,0.0002860687835658222,0.00027826348136388414,0.0002860687835658222
14,0.0,62,0.028307792452773553,0.0002875934251040932,0.0002573281661148968,0.0002875934251040932
14,0.0,63,0.02819244149510853,0.0002782190478394612,0.0002725597780779672,0.0002782190478394612
14,0.0,64,0.027786761235269578,0.0002794260299875123,0.00024662702255511936,0.0002794260299875123
14,0.0,65,0.027886698928068773,0.0002802744614633751,0.0002441389392840795,0.0002802744614633751
14,0.0,66,0.027992719656452666,0.0002869181649183568,0.0002736141896319624,0.0002869181649183568
14,0.0,67,0.028018549034853416,0.0002854676883416947,0.0002809230241147637,0.0002854676883416947
14,0.0,68,0.027975695281292314,0.00029783488533214556,0.00029783488533214556,0.0002862740383982222
14,0.0,69,0.02817579774325947,0.0002906068639254505,0.0002819044908166952,0.0002906068639254505
14,0.0,70,0.028212185724242982,0.00029412282430069504,0.00029412282430069504,0.00028344206671355695
14,0.0,71,0.02815873294040787,0.00029399316167431997,0.00029399316167431997,0.00028218876201877713
14,0.0,72,0.028097705862673926,0.00029788305220487045,0.0002978830522048704,0.00028159835432281266
14,0.0,73,0.028152814777279756,0.00030669179744266637,0.00030669179744266637,0.0002791909888588743
14,0.0,74,0.02823487019009448,0.0002767707796990071,0.0002767707796990071,0.0002767334898616519
14,0.0,75,0.028263765955691796,0.00028111288567376726,0.0002769371925542138,0.00028111288567376726
14,0.0,76,0.028409210026792732,0.0002812986752312798,0.00028043454339211535,0.0002812986752312798
14,0.0,77,0.02823598530861487,0.00029356793907545455,0.00029356793907545455,0.0002741893795872851
14,0.0,78,0.028231420313011624,0.00028061114010228513,0.00028061114010228513,0.00027882360408345365
14,0.0,79,0.0282834421154628,0.0002792444036643559,0.0002559882286507056,0.0002792444036643559
14,0.0,80,0.028254049202199764,0.0002922323342729564,0.0002922323342729564,0.00027787289475024766
14,0.0,81,0.028345652011667503,0.00032199114496252434,0.00032199114496252434,0.00028509547489211545
14,0.0,82,0.028332289553208767,0.0002828524681632057,0.00027570776536384027,0.0002828524681632057
14,0.0,83,0.028377819058091724,0.0002805106577722189,0.0002461430352863535,0.0002805106577722189
14,0.0,84,0.028399706997979036,0.00027948319866366063,0.0002765962490330516,0.00027948319866366063
14,0.0,85,0.028387925805491217,0.00027500668435643627,0.0002483938824734752,0.00027500668435643627
14,0.0,86,0.028176888855263035,0.0002968826613922129,0.00029688266139221286,0.0002802055556837672
14,0.0,87,0.028196635591899187,0.0002983555167109688,0.0002983555167109688,0.0002786817905634563
14,0.0,88,0.028243567723226563,0.0002886875089095688,0.0002886875089095688,0.00027835377276273315
14,0.0,89,0.028136397773239064,0.00030607726939201854,0.00030607726939201854,0.0002785574766056628
14,0.0,90,0.027968253540071267,0.0002699140517224859,0.0002577085566579096,0.0002699140517224859
14,0.0,91,0.027767798262733744,0.00027215068356880337,0.0002662038200241985,0.00027215068356880337
14,0.0,92,0.027875878282312347,0.0002685904965216836,0.0002626334587931229,0.0002685904965216836
14,0.0,93,0.027796851448324007,0.00025940497276113713,0.00025153055508876144,0.00025940497276113713
14,0.0,94,0.027904363771471274,0.0002797418661276019,0.0002797418661276019,0.00026249007784321727
14,0.0,95,0.02782828829591917,0.0002636568929050091,0.00026365689290500907,0.00025365714869427593
14,0.0,96,0.027877219532925237,0.0002780143582646334,0.00027801435826463344,0.00025655428189218216
14,0.0,97,0.027844600723236888,0.0003166451874376199,0.00031664518743761995,0.00025740617134447383
14,0.0,98,0.027756248450498403,0.00032535768509403074,0.00032535768509403074,0.00026167852083181653
14,0.0,99,0.027902424539166755,0.00034133372090523853,0.00034133372090523853,0.0002603114420690912
14,0.0,100,0.02805171511765366,0.000271227244837841,0.000271227244837841,0.00026253909280094553
14,0.0,101,0.027848720252805503,0.0002557779768156147,0.00025089631478244703,0.0002557779768156147
14,0.0,102,0.027603316278838604,0.0002548826203437638,0.00023306413282900355,0.0002548826203437638
14,0.0,103,0.027636989351397676,0.00026253489138210016,0.00022509295756117345,0.00026253489138210016
14,0.0,104,0.027669096296689014,0.0002548774129609639,0.00023822392188888608,0.0002548774129609639
14,0.0,105,0.02772882451977333,0.0002635681564015852,0.0002508179317612,0.0002635681564015852
14,0.0,106,0.02776889148666963,0.0002677637743207233,0.00026184812057345207,0.0002677637743207233
14,0.0,107,0.027878529473182256,0.00026668012854344557,0.00026668012854344557,0.0002625556145900551
14,0.0,108,0.02798149678371329,0.0002583811840922028,0.00025642902168889934,0.0002583811840922028
14,0.0,109,0.027808247234890112,0.0002613836615509556,0.0002582407351204594,0.0002613836615509556
14,0.0,110,0.027795060639087023,0.00025889563996240244,0.0002303094354124888,0.00025889563996240244
14,0.0,111,0.02780823272476187,0.00025721215356284125,0.00023832797640931032,0.00025721215356284125
14,0.0,112,0.027704092842909298,0.0002554257436535556,0.0002135193679986236,0.0002554257436535556
