k,p,t,variance_mean,sem_total,sem_network,sem_runs
6,0.0,0,0.08195391568130614,0.0002834226253008584,0.0002834226253008584,0.00025886716116457065
6,0.0,1,0.050517161329128445,0.00027298025939166036,0.00027298025939166036,0.00024794464202234506
6,0.0,2,0.03909840259236472,0.0002472810842390376,0.0002472810842390376,0.0002373315796928551
6,0.0,3,0.03420107101939519,0.0002352434317668625,0.00019692469111363508,0.0002352434317668625
6,0.0,4,0.03257224598321149,0.00022746058984105056,0.00018713473376520464,0.00022746058984105056
6,0.0,5,0.032089120965555405,0.00024678514916877674,0.00020681739871384014,0.00024678514916877674
6,0.0,6,0.031843955627836915,0.00024077200074557124,0.00018893110249550266,0.00024077200074557124
6,0.0,7,0.03202606798129474,0.0002449748472862499,0.00020031343245570054,0.0002449748472862499
6,0.0,8,0.03233460295066524,0.0002477648159109699,0.00021862644126465,0.0002477648159109699
6,0.0,9,0.03248542270858083,0.0002587468205565394,0.00022338758023246792,0.0002587468205565394
6,0.0,10,0.03269242968049848,0.0002683893460712943,0.00021642147291270174,0.0002683893460712943
6,0.0,11,0.033009484564976085,0.0002770898655110713,0.00022269581869681463,0.0002770898655110713
6,0.0,12,0.03328218399887488,0.0002763662405106451,0.0002415726194157655,0.0002763662405106451
6,0.0,13,0.03376259721026537,0.00028709300102166906,0.0002412331633964796,0.00028709300102166906
6,0.0,14,0.03419580187589579,0.0002962464713392041,0.00025253900487782105,0.0002962464713392041
6,0.0,15,0.03435401642277732,0.0003061447167555716,0.0002637268394063944,0.0003061447167555716
6,0.0,16,0.03491858820262644,0.0003256631662534972,0.00027353866759971437,0.0003256631662534972
6,0.0,17,0.035242693776130644,0.0003376001150214086,0.00025433508840042816,0.0003376001150214086
6,0.0,18,0.03542819693843291,0.00034287184382666324,0.0002708380085580161,0.00034287184382666324
6,0.0,19,0.03580306466410129,0.00035407123720569776,0.0002526522004120996,0.00035407123720569776
6,0.0,20,0.0359040833957356,0.00035326080518119075,0.00028782882466930177,0.00035326080518119075
6,0.0,21,0.03637373156607904,0.00036491155555397174,0.0003229032766064082,0.00036491155555397174
6,0.0,22,0.03700130228544329,0.00036664816328455517,0.00034330918361527617,0.00036664816328455517
6,0.0,23,0.037352488206463946,0.0003746300271306712,0.0003518559054635091,0.0003746300271306712
6,0.0,24,0.03766160244034021,0.0004062810581974795,0.0004062810581974795,0.00037645614378105456
6,0.0,25,0.038058821015684814,0.0003991899098321865,0.0003991899098321866,0.0003978426692542639
6,0.0,26,0.03830812555833783,0.0004255405082692124,0.0004255405082692124,0.0004041527755883586
6,0.0,27,0.03856236454906007,0.0004407935465294481,0.0004407935465294481,0.00041080961907857615
6,0.0,28,0.0388466209003784,0.0004649713971469146,0.00046497139714691464,0.0004176360982942074
6,0.0,29,0.03902378365797876,0.00048094857361873533,0.00048094857361873533,0.0004140910854211269
6,0.0,30,0.0391781742835227,0.00045449850590687017,0.0004544985059068702,0.0004181297977458945
6,0.0,31,0.03943278212214149,0.000471583462373298,0.000471583462373298,0.0004208552324394438
6,0.0,32,0.039815459002711225,0.00047329575377044893,0.0004732957537704489,0.0004222667203557232
6,0.0,33,0.04009635826053813,0.0004452674725053993,0.0004225197926234504,0.0004452674725053993
6,0.0,34,0.04035621717393043,0.0004523909884568606,0.0004201345553890527,0.0004523909884568606
6,0.0,35,0.040706629553999195,0.00045622480068262646,0.0004122347008639994,0.00045622480068262646
6,0.0,36,0.041129267012888916,0.0004587376470304661,0.0004272054993404702,0.0004587376470304661
6,0.0,37,0.041428826871773565,0.00046640921534427983,0.0004591196705651919,0.00046640921534427983
6,0.0,38,0.04210206182716851,0.000512698163431533,0.000512698163431533,0.000485271451625075
6,0.0,39,0.04245378149406576,0.0004976302426478234,0.0004976302426478233,0.0004970057096271526
6,0.0,40,0.04266359975148746,0.0004907156062753333,0.0004024304069677906,0.0004907156062753333
6,0.0,41,0.04293723603509349,0.0004936571230162809,0.000461726611675779,0.0004936571230162809
6,0.0,42,0.04306599063877156,0.000503656351314315,0.00048366931353954805,0.000503656351314315
6,0.0,43,0.04342920416573746,0.0005151088700269216,0.0004912269275459768,0.0005151088700269216
6,0.0,44,0.04393684962281087,0.0005247657687024064,0.0005033001143152061,0.0005247657687024064
6,0.0,45,0.04408594510513516,0.0005298043940708163,0.0004991674962668337,0.0005298043940708163
6,0.0,46,0.04425807481920117,0.0005453130947994001,0.0005007971535812917,0.0005453130947994001
6,0.0,47,0.04442476776742098,0.0005427998639405186,0.0004529274823740164,0.0005427998639405186
6,0.0,48,0.04470112086165526,0.0005449967189432726,0.0004871523467381617,0.0005449967189432726
6,0.0,49,0.044968275987246384,0.0005531864213520066,0.0004601533110726324,0.0005531864213520066
6,0.0,50,0.044581875070091044,0.0005380019922693642,0.00048783838450138444,0.0005380019922693642
6,0.0,51,0.04452986969839805,0.0005418408079111846,0.0005161185567010981,0.0005418408079111846
6,0.0,52,0.044699537305736156,0.000547932858993529,0.0005195953308242109,0.000547932858993529
6,0.0,53,0.045039401012049014,0.0005452972311271675,0.0004936880043166406,0.0005452972311271675
6,0.0,54,0.045044114683851944,0.0005412134286658933,0.0005373638491211111,0.0005412134286658933
6,0.0,55,0.04522827917785381,0.0005532555272522325,0.0005117211427509309,0.0005532555272522325
6,0.0,56,0.04548102378702083,0.0005624668134798273,0.0005018250202647727,0.0005624668134798273
6,0.0,57,0.0455263802601794,0.000560259335928189,0.0005070869743295206,0.000560259335928189
6,0.0,58,0.04576802459174049,0.0005727716502652335,0.0005193788980990605,0.0005727716502652335
6,0.0,59,0.04565637746286031,0.0005694067582700289,0.00050224769090354,0.0005694067582700289
6,0.0,60,0.045943265065833336,0.0005715697889478531,0.0005070198823289762,0.0005715697889478531
6,0.0,61,0.046111743487591846,0.0005815015076401467,0.00047783880782191864,0.0005815015076401467
6,0.0,62,0.04633158955468594,0.0005912764022248235,0.00042951277503124096,0.0005912764022248235
6,0.0,63,0.04655882417466497,0.0005998890334852866,0.00038463135292537276,0.0005998890334852866
6,0.0,64,0.04667395176594305,0.0005977292987962473,0.0004604731478043219,0.0005977292987962473
6,0.0,65,0.046834779742974876,0.0006089571955138482,0.0004870098761202051,0.0006089571955138482
6,0.0,66,0.047182468173374154,0.0006184243964048662,0.00043500171156562675,0.0006184243964048662
6,0.0,67,0.047316602945937175,0.0006321024470946707,0.0004901149475629502,0.0006321024470946707
6,0.0,68,0.04745840700152827,0.0006362500208238052,0.0005122775991974194,0.0006362500208238052
6,0.0,69,0.04774225989609474,0.0006470292674899028,0.0005272380965229286,0.0006470292674899028
6,0.0,70,0.04787135916316956,0.0006440479277727401,0.0005056792110976019,0.0006440479277727401
6,0.0,71,0.048025351822638014,0.000643195105353247,0.0005269168747187129,0.000643195105353247
6,0.0,72,0.048311863068642755,0.0006543533201238933,0.0005279813578449086,0.0006543533201238933
6,0.0,73,0.04873574926885101,0.0006524490737603349,0.0005334878605997294,0.0006524490737603349
6,0.0,74,0.048891740239945095,0.0006622451932578751,0.0005255608404217911,0.0006622451932578751
6,0.0,75,0.049107724503780655,0.0006597435428922218,0.0005700676557690654,0.0006597435428922218
6,0.0,76,0.049278178861965324,0.0006557398331473075,0.0006124077681779524,0.0006557398331473075
